amount,txn_velocity_1min,geo_distance_km,is_new_device,hour_of_day,merchant_risk_score,label
359.23,1,21.4130786424361,0,10,0.4320904413988008,0
699.4,0,81.27135954175573,0,15,0.2428756324938457,0
667.18,0,69.44160882853741,0,14,0.20311846014562673,0
423.69,1,66.56564438969221,0,11,0.22108025570204626,0
7520.69,0,62.10436563756032,0,16,0.15031039404564878,0
239.55,1,18.522615558670495,1,17,0.2977027770752518,0
696.77,0,59.51720032600244,0,7,0.38199894451703137,0
1589.69,2,4.3873815950643476,0,7,0.38505693361976173,0
673.32,1,53.42260102264149,0,15,0.16345751877782225,0
543.8,0,28.447535203924218,0,23,0.5540032522822357,0
2523.02,0,3.2414781529290124,0,16,0.12420307359179321,0
1020.22,0,41.77285613214097,0,12,0.6248235588980533,0
895.57,1,42.459111048936975,0,16,0.16554558477014367,0
363.32,0,27.387354419442282,0,23,0.161153557874589,0
348.09,1,11.956715329181765,0,14,0.4128131649308315,0
1784.26,0,22.50025122440089,0,19,0.19289979118534767,0
1126.53,1,3.5576419434577105,1,21,0.15270568825120276,0
615.93,0,11.979466736068616,0,16,0.24898607204637616,0
696.51,1,67.5836306068267,1,14,0.25455080596418317,0
5488.13,0,24.709435350508393,0,3,0.1539737719634188,0
500.15,0,53.01481153488638,0,15,0.3136086645751916,0
410.45,0,65.04754729116661,0,12,0.3211690587203418,0
327.06,1,7.295335897944838,1,16,0.016655473653031626,0
235.1,0,6.562171610094559,0,16,0.4878815299885268,0
250.07,2,13.583058632873069,0,20,0.10533359691606269,0
1376.95,1,89.21451846288076,0,8,0.0912775252161114,0
2650.31,1,34.14939704039329,0,14,0.3399608190841463,0
2235.3,1,14.056017884049993,0,17,0.12133075663898195,0
53.47,3,2.062396139161706,0,17,0.30556975217999494,0
2908.39,1,1.4670298029598747,1,13,0.29782803134323776,0
637.5,0,124.18243644964338,0,16,0.07472147537010719,0
765.77,0,23.564737236748712,0,9,0.4523084971459193,0
3029.91,1,47.82957628905645,0,13,0.23466933020510922,0
3530.68,0,39.44611129734058,1,7,0.27693774364928353,0
350.23,0,98.50055078901279,0,23,0.20832450566083557,0
409.38,0,9.24176162248914,0,13,0.3337439869623456,0
80.89,1,1.9613106252753596,0,16,0.05292254774472165,0
269.09,0,30.001837505817768,0,21,0.3515233985182981,0
399.59,0,43.17186714787746,0,12,0.13983397236049394,0
250.86,0,6.029217525766944,0,11,0.4013526106775901,0
8970.38,0,83.7037451135256,0,13,0.23146205690148838,0
610.68,2,75.39667414929903,0,10,0.17315970946351436,0
1117.52,0,9.084907024506618,0,18,0.23707461572103108,0
4157.03,0,57.85608151051098,0,9,0.49259857429238346,0
2144.5,2,10.188972982414331,0,10,0.10185237623996111,0
82.61,0,38.377518554121856,0,16,0.3589100714293526,0
1666.23,1,39.0264923659504,0,8,0.02721978539809178,0
405.36,0,34.945771424816556,0,23,0.14073021512586542,0
1020.64,0,65.61761755191304,0,12,0.1912950541046314,0
4144.84,0,48.181372606632976,0,15,0.2810515006812479,0
281.79,0,34.99259758046483,0,14,0.15268727888059772,0
391.25,2,192.0010185393784,0,5,0.6749755631060714,1
1622.75,0,90.82749624757628,0,21,0.216448146894575,0
1628.14,0,16.195280949683813,0,14,0.08779058540728087,0
1298.21,0,100.46068119186017,0,3,0.3858452412978255,0
834.05,1,39.74093539227914,0,15,0.16268339622959035,0
192.97,4,49.87402017429679,1,7,0.6204890807589178,1
3635.34,0,40.94268093289892,0,10,0.173217764539097,0
153.6,0,13.019023938576495,0,23,0.12227202764223816,0
1073.5,1,30.9921491603856,0,9,0.21424948296725208,0
492.35,0,11.428656269653551,0,0,0.1234241837250722,0
388.45,0,23.628587535582152,0,20,0.0607125277190253,0
476.57,0,60.56388289638038,0,20,0.315642086870982,0
749.97,0,31.24929379933573,0,12,0.5576220218944993,0
1908.33,1,43.02175097335577,0,6,0.2536419202751043,0
287.98,3,7.151556605129436,0,21,0.4734135120436892,0
60.45,0,41.95234583503607,0,5,0.1461955466939848,0
860.28,0,6.3520059366271795,1,11,0.06572912728730912,0
293.91,1,52.846113677815964,1,18,0.385082020904287,0
2312.69,2,48.792883076293535,0,13,0.20863366698509392,0
273.87,0,9.966127487133871,1,23,0.6133492899683248,0
580.95,1,38.40111713741562,0,15,0.1905077905130788,0
3956.5,0,107.85247142690665,0,5,0.02870214813612591,0
485.92,0,37.25810141857708,0,16,0.19401974927781548,0
1120.04,1,9.645556925590768,0,12,0.09631776344126068,0
784.81,3,108.38236725397255,1,7,0.19163454520918485,1
321.18,0,61.90890144296638,0,13,0.28642640810421527,0
2935.53,2,20.152464482154862,0,15,0.4382925428122371,0
1546.56,1,51.02577431175705,0,19,0.19360756367763574,0
811.94,0,30.084582241382588,0,17,0.03242755554219202,0
782.29,0,7.3996203190037555,0,21,0.0859274115664684,0
115.09,0,63.554049798935836,0,8,0.4888546474342911,0
382.5,0,48.37399549600541,0,20,0.2661567088998043,0
4565.51,2,31.88375292918026,0,14,0.5236545461446948,0
710.94,1,14.440835199442358,0,13,0.2321453237565078,0
422.69,1,1.6750202005791337,0,13,0.20937577177607833,0
488.07,2,47.96182339595617,0,11,0.16713329161659085,0
2084.02,0,86.28600767209494,0,6,0.046925286452577986,0
816.36,0,23.01852184817738,0,11,0.21052427804623405,0
775.61,1,11.845201423620782,0,15,0.11655833032222004,0
2497.77,2,78.51890732371322,0,0,0.5608501249798176,1
13.17,0,39.58039626489032,1,11,0.24496680995392542,0
408.88,0,126.87344305907669,0,12,0.10906760870839542,0
410.27,0,63.03144324422607,0,12,0.24874701764835436,0
290.23,0,36.768381410096346,0,20,0.45389529122576694,0
1722.25,1,24.20137677950169,0,2,0.1405848236827272,0
989.82,0,46.27960987616797,0,10,0.10984573957417956,0
974.61,0,63.813148791217166,0,13,0.23717955271297603,0
2027.02,0,34.21301470400788,0,15,0.22237997790594238,0
434.45,0,1.4957697414160478,0,11,0.12408431317536298,0
1764.66,1,46.115721789967495,0,9,0.18596515732344832,0
20514.98,0,41.501160809807956,0,18,0.25845120106685743,0
336.3,0,41.62579506148505,0,12,0.28823976604102597,0
59.42,1,69.07427701415125,0,21,0.04953345620570348,0
255.17,0,44.112446215948246,0,13,0.13851311519334866,0
3696.41,0,13.403479655186974,0,14,0.236465355004388,0
259.85,1,7.38368468213225,0,12,0.07850768904250406,0
178.88,1,48.23956462949995,0,14,0.19087414559062524,0
219.62,1,55.56636178659495,0,8,0.3626171270917549,0
204.78,1,32.93284988168712,1,19,0.2636540590551703,0
647.9,0,48.082265546919686,0,17,0.32668737933853415,0
61.44,0,44.12231501617214,0,14,0.14470746028124665,0
2172.2,0,28.035994276860944,0,6,0.2136755654052627,0
509.18,0,5.979831307454489,0,15,0.57644838796907,0
462.52,0,0.46158404285363375,0,23,0.39353269610066594,0
174.46,2,56.33074277411336,0,23,0.539470253485915,0
144.39,0,62.555717191995825,0,23,0.04636295185590962,0
3950.25,1,99.06174560162799,0,4,0.40403838372133133,1
220.9,0,67.08685528388108,0,13,0.05107965992290459,0
657.27,0,24.27988490809676,0,8,0.3648532980962645,0
785.14,2,112.67340017126804,1,6,0.7124953338711134,1
422.73,1,68.65022549673493,0,10,0.4830722729545639,0
83.46,0,47.96924580647922,0,17,0.2665037658593142,0
1135.36,0,9.786525153561602,0,3,0.1529852866716909,0
171.79,1,16.27208748316408,0,20,0.5419503903829821,0
354.29,0,14.277523075141751,1,13,0.2239968910736996,0
106.58,1,14.606527366869912,0,16,0.29648468325224553,0
399.1,1,27.095490601464608,0,12,0.40494545743688815,0
318.22,1,5.920177537954459,0,20,0.04022629696767117,0
1199.15,0,25.073445356484406,1,18,0.19461251988298145,0
2619.39,1,49.92220287018192,0,16,0.0365000659296772,0
1526.14,0,37.44312840757084,1,19,0.5134120595422771,0
1100.21,1,73.0461257175772,0,23,0.33533144106642016,0
933.53,0,6.442103102105062,0,18,0.4017645267531444,0
1220.83,1,44.29292027203235,0,21,0.38953229575952714,0
191.84,0,23.302116624468717,0,20,0.23373200335937847,0
3840.57,0,109.7000731128547,0,12,0.3484028093885458,0
121.1,1,37.80223836298298,0,20,0.0687761902039289,0
5319.62,0,33.59706625307258,0,17,0.38041781730071306,0
1269.64,0,17.42711560153382,1,13,0.26268770399942215,0
2328.18,0,57.44003484770306,0,16,0.45617599683370763,0
481.3,1,72.97514552220422,0,15,0.13492059218161623,0
114.64,0,12.027201386080868,0,13,0.19567829654717958,0
3679.8,0,62.67155140840556,0,13,0.2212748530278877,0
306.8,1,25.126814672571307,0,12,0.13477666656437842,0
1248.22,0,38.93637580806564,0,10,0.3062333137455911,0
3111.59,0,54.89147421989105,1,19,0.1596714355559443,0
919.51,0,84.19141245338979,0,14,0.446445304077558,0
790.31,0,20.263612616987174,0,14,0.07764268656411824,0
7189.58,0,29.232357632083342,0,8,0.5828735939587302,0
1025.54,1,4.965172950443272,0,5,0.1919422352435139,0
453.11,0,39.76967578398252,0,12,0.39933118469560347,0
1159.1,0,20.675605984941622,0,16,0.08103489307889972,0
462.97,0,13.056256935569508,0,15,0.18000498470196583,0
312.84,1,57.709299296226874,0,8,0.5349633697945674,0
138.69,0,73.70567139400265,1,13,0.07039713872513914,0
183.19,1,34.81432152412821,0,13,0.40178868546392116,0
1193.87,1,84.19139543467664,1,11,0.21512037980398963,0
1612.48,0,6.223093178296946,1,22,0.19385843905675842,0
226.39,1,61.348176796388366,0,12,0.46834249718017784,0
272.99,0,34.99444856340073,0,11,0.3092883404461881,0
3517.39,0,19.293704809327284,0,14,0.27774645832082206,0
945.25,2,37.005078434533274,0,16,0.1384537423420358,0
1410.83,1,41.132399205048216,0,8,0.270271134886006,0
1127.29,0,28.82426836070008,0,10,0.15730959417824558,0
832.82,1,45.11161796977346,0,19,0.1962431546983129,0
14716.07,1,51.62599332878809,0,3,0.5260143519720543,0
1374.89,0,65.13240940142452,0,13,0.07280121899536404,0
250.07,0,50.39964012096302,0,10,0.23245948538075567,0
52.87,1,38.10671087647644,0,14,0.1858941307296391,0
206.04,0,32.13917135615267,0,13,0.1983021794310087,0
719.18,0,22.07133798518997,0,10,0.20647641836437866,0
473.65,0,69.34416578555816,0,11,0.23846422741654086,0
49.25,1,42.88191626485297,0,9,0.17787253446324983,0
1098.83,0,19.325467190437013,0,8,0.3734573841571181,0
377.55,0,61.59307736713806,0,14,0.26728265056922695,0
245.41,1,41.03286972564955,0,11,0.24635909451192192,0
542.77,0,35.65521869505484,0,23,0.0645904810430584,0
1662.92,1,33.83164818062809,0,23,0.4895536599908244,0
2447.96,0,131.13512266483713,0,9,0.5178978608550742,1
940.06,0,10.037165115586921,0,6,0.34717107702230593,0
807.28,0,59.78587459600814,0,23,0.3238772214774036,0
3401.11,0,42.882210649018084,0,16,0.20476365327806603,0
253.72,1,33.88658791420205,0,15,0.1815248835307446,0
309.0,0,78.2528928623882,0,23,0.15049534006733295,0
4435.03,1,9.147938531467634,0,16,0.2649448771968334,0
490.3,0,11.274466186092226,0,21,0.4710728602369793,0
358.96,1,1.0808260400001437,0,18,0.18022344295195017,0
406.49,0,37.00140989921314,1,7,0.05853065937700324,0
294.46,0,80.8052687060742,0,9,0.3079474674586913,0
1414.01,2,8.714835124333074,0,11,0.20206374520042858,0
675.07,0,1.819452325146088,0,12,0.17897705586623525,0
1030.73,1,58.806063577692555,1,2,0.25710142441645734,0
418.94,0,19.961189606399238,0,10,0.03222431939678899,0
3445.99,0,12.211691617898431,1,11,0.16146556858722533,0
54.11,0,123.37387685876877,0,16,0.19150424008432962,0
274.23,0,28.805280376904946,1,15,0.2740669693331574,0
484.87,1,20.20881460351736,0,15,0.201847017516907,0
1898.58,0,67.6986286568817,0,7,0.2550991080449368,0
10259.51,0,40.822686482753596,1,11,0.12182295893424443,0
1131.01,0,81.63294547508997,0,23,0.6200712698461179,0
393.52,0,68.79051865295617,1,18,0.4162422322666063,0
1075.72,0,29.262917121966268,0,14,0.1388987221008173,0
312.2,1,47.36783498800928,0,12,0.17443925811606384,0
674.13,0,88.76347095447545,1,13,0.2915873548410249,0
3754.65,5,236.78469713638395,0,13,0.5777432894476269,1
384.37,0,51.568164084402824,0,20,0.26965457011925853,0
10044.87,0,6.764700968863334,0,6,0.26923536430144274,0
1300.98,1,47.450138523029466,1,10,0.3304182631594476,0
2466.62,0,59.73457518834603,0,13,0.13334159479698843,0
1170.04,1,23.853476420664386,0,12,0.09980110820436262,0
643.16,0,12.985498322776856,0,10,0.10257039717896702,0
584.18,1,44.01383308406302,0,19,0.09329337404058587,0
1083.57,0,0.4463474534423497,0,11,0.041702313352536276,0
490.56,0,33.64716392522254,0,14,0.10816295492883198,0
532.98,0,0.09305878144129665,0,20,0.26425118059848696,0
289.35,0,7.6551564659636995,0,23,0.10278686432266775,0
380.07,1,31.736639951831478,0,15,0.6114152899941907,0
453.58,0,44.53453944039016,0,23,0.19331310882436095,0
1255.26,1,64.88927385608528,0,12,0.32128120798948556,0
4338.25,1,30.76017286866117,0,7,0.6662003146691784,0
205.17,1,17.003667279814476,0,18,0.19917692221252487,0
258.92,0,20.387704132367023,0,17,0.27481784816531,0
789.55,0,66.09347695248584,0,16,0.2099377350437965,0
1167.91,1,5.14875975093285,0,17,0.2795545690910859,0
220.02,0,48.2129401719918,1,19,0.1666943328842798,0
920.35,1,62.6727610220151,0,18,0.22016982137166038,0
121.37,1,45.910173486095644,0,13,0.2876557730966422,0
1007.05,1,11.333028823664666,1,11,0.2936142809392773,0
268.07,0,40.07909006113695,1,9,0.17983569707898314,0
941.92,0,74.59689605744643,0,15,0.3562805870326197,0
1224.04,0,35.36924442361626,1,14,0.10491569307645347,0
695.41,1,27.57167190613891,0,13,0.15987740852831983,0
2137.28,0,30.390483956634135,0,11,0.46427603003256995,0
158.96,1,24.227224775472102,0,19,0.197013863561857,0
614.77,0,18.533442377024652,0,17,0.23760357452606826,0
881.14,0,38.99866983829595,0,8,0.11932241855192097,0
86.98,0,12.264357881908637,0,18,0.27173488271771573,0
1487.62,0,39.65467403697707,0,5,0.13768891134211567,0
1596.4,1,30.823455798986416,0,19,0.22687026744691136,0
1123.53,1,41.9114718961111,1,12,0.08306000331307795,0
226.94,1,44.48423128570312,0,13,0.3294623672157903,0
465.25,0,5.229980679468881,0,8,0.416316101468131,0
899.24,1,29.926343140152643,1,7,0.2977233632487718,0
3191.3,2,20.091652075158954,0,10,0.11588961779188486,0
64.33,0,55.451980224861984,0,14,0.23726941844890975,0
59.22,0,16.271909130751972,0,23,0.02372232098671904,0
464.54,0,7.049346580219121,0,4,0.25038971837274404,0
2012.39,0,63.958099627713445,0,18,0.10258123322539937,0
1531.65,1,21.833960316663955,0,11,0.4392103015276085,0
793.26,2,0.3690551653395353,0,4,0.4968891299762172,0
792.64,1,22.182889826990355,1,19,0.4259003187894514,0
362.9,0,35.05645640059983,0,8,0.5180722188703967,0
380.64,0,68.64551759054342,0,15,0.1829353573431169,0
210.37,1,73.02618566694335,1,16,0.2553444450958537,0
371.87,0,10.809542376215681,0,14,0.22899428136542488,0
801.85,0,25.030886589564133,1,22,0.44091658560621766,0
818.56,2,77.47061504217397,0,17,0.2456107373928363,0
711.83,1,19.359570777004194,0,17,0.33219187608860185,0
368.91,0,8.39872573233913,0,16,0.2894175282472737,0
218.95,1,53.93926975056205,0,15,0.10148101062842124,0
2363.65,0,0.9043748487521519,1,11,0.18962429816199028,0
2430.85,1,14.742498722915851,0,12,0.2757393834158542,0
1396.64,1,46.799260452924344,0,7,0.14588198956016146,0
848.68,0,10.03793173105607,0,14,0.0790602237411257,0
436.95,1,24.62133734567807,1,15,0.1669548219436587,0
678.92,2,25.805710223200897,0,6,0.05545612756023752,0
607.75,2,30.410045156822974,0,10,0.12385361692210613,0
1034.59,1,0.731779191866746,0,17,0.04615859426989709,0
650.47,1,1.0172728172626293,1,10,0.347520305010798,0
1500.43,1,26.227222860550246,1,11,0.3466638770101085,0
193.91,0,43.239740700776906,1,16,0.33528043750911074,0
1257.49,0,36.76295195403962,1,17,0.1634681290158492,0
155.31,0,17.126408224231557,0,7,0.1933373084455453,0
259.57,0,19.813228150034718,0,23,0.15279448981439672,0
1285.39,1,20.201084325267985,0,23,0.17930435413292795,0
566.16,1,10.381077056021514,0,14,0.18416217207111935,0
291.92,1,6.0826410230621075,0,14,0.11351771506793847,0
312.61,0,7.8005971119516815,0,23,0.3094465958885094,0
492.42,0,54.48065300687453,0,22,0.1879495884554693,0
477.68,0,6.434630789975909,0,12,0.36295446510798973,0
1112.58,1,19.068642857385257,1,11,0.20281882661963574,0
480.29,0,8.00509777139727,0,15,0.12021959145246522,0
1851.42,0,56.61598725081832,0,8,0.030664387249198847,0
